item,views,likes,ctr
230,777,111,0.142857149
231,778,111,0.142673522
232,777,111,0.142857149
233,777,111,0.142857149
234,778,112,0.143958867
235,777,111,0.142857149
236,777,111,0.142857149
237,777,111,0.142857149
238,778,111,0.142673522
239,777,111,0.142857149
240,777,111,0.142857149
241,778,111,0.142673522
242,777,111,0.142857149
243,777,111,0.142857149
244,777,111,0.142857149
245,778,112,0.143958867
246,777,111,0.142857149
247,777,111,0.142857149
248,778,111,0.142673522
249,777,111,0.142857149
250,777,111,0.142857149
251,777,111,0.142857149
252,778,111,0.142673522
253,777,111,0.142857149
254,777,111,0.142857149
255,778,111,0.142673522
