item,views,likes,ctr
334,65,8,0.123076923
335,64,8,0.125
336,38,8,0.210526317
337,53,3,0.0566037744
338,60,8,0.13333334
339,46,8,0.173913047
340,33,4,0.121212125
341,49,9,0.183673471
342,42,1,0.0238095243
343,48,5,0.104166664
344,64,9,0.140625
345,46,4,0.0869565234
346,58,13,0.224137932
347,61,5,0.0819672123
348,43,6,0.139534891
349,53,8,0.150943398
350,52,11,0.211538464
351,41,8,0.195121944
352,51,4,0.0784313753
353,43,6,0.139534891
354,51,7,0.137254909
355,53,7,0.132075474
356,46,11,0.239130437
357,59,9,0.152542368
358,53,7,0.132075474
359,41,9,0.219512194
360,51,5,0.0980392173
361,45,4,0.088888891
362,48,3,0.0625
363,50,9,0.180000007
364,43,5,0.116279073
365,37,8,0.216216221
366,35,9,0.257142872
367,57,8,0.140350878
368,45,7,0.155555561
369,56,10,0.178571433
370,49,4,0.0816326514
371,47,9,0.191489369
372,47,4,0.0851063803
373,47,4,0.0851063803
374,40,1,0.0250000004
375,61,9,0.147540987
376,40,4,0.100000001
377,43,4,0.0930232555
378,37,4,0.108108111
379,41,5,0.121951222
380,52,5,0.0961538479
381,38,4,0.105263159
382,42,6,0.142857149
383,51,5,0.0980392173
384,51,7,0.137254909
385,44,7,0.159090906
386,39,4,0.102564104
387,36,8,0.222222224
388,45,6,0.13333334
389,48,8,0.166666672
390,36,3,0.0833333358
391,51,10,0.196078435
392,56,5,0.0892857164
393,42,4,0.095238097
394,53,9,0.169811323
395,39,6,0.15384616
396,33,3,0.0909090936
397,42,7,0.166666672
398,44,9,0.204545453
399,39,3,0.0769230798
400,48,8,0.166666672
401,46,9,0.195652172
402,55,6,0.109090909
403,37,9,0.243243247
404,35,2,0.0571428575
405,48,8,0.166666672
406,51,8,0.156862751
407,51,6,0.117647059
408,38,5,0.131578952
409,36,9,0.25
410,39,5,0.128205135
411,40,3,0.075000003
412,49,7,0.142857149
413,34,5,0.14705883
414,37,6,0.162162155
415,30,7,0.233333334
416,43,11,0.255813956
417,39,8,0.205128208
418,46,9,0.195652172
419,35,2,0.0571428575
420,39,6,0.15384616
421,49,5,0.10204082
422,36,5,0.138888896
423,36,7,0.194444448
424,51,9,0.176470593
425,34,4,0.117647059
426,52,7,0.134615391
427,45,9,0.200000003
428,29,6,0.206896558
429,40,7,0.174999997
430,42,6,0.142857149
431,42,2,0.0476190485
432,54,6,0.111111112
433,41,4,0.097560972
434,55,8,0.145454541
435,40,4,0.100000001
436,39,9,0.230769232
437,34,6,0.176470593
438,37,3,0.0810810775
439,39,3,0.0769230798
440,39,9,0.230769232
441,44,7,0.159090906
442,41,6,0.146341458
443,38,4,0.105263159
444,36,6,0.166666672
445,37,6,0.162162155
446,39,6,0.15384616
447,41,7,0.170731708
448,49,8,0.163265303
449,52,7,0.134615391
450,45,5,0.111111112
451,53,11,0.207547173
452,35,6,0.171428576
453,38,5,0.131578952
454,29,4,0.137931034
455,39,3,0.0769230798
456,26,3,0.115384616
457,32,2,0.0625
458,33,3,0.0909090936
459,40,9,0.224999994
460,36,9,0.25
461,27,5,0.185185179
462,48,7,0.145833328
463,32,4,0.125
464,33,2,0.0606060624
465,34,6,0.176470593
466,31,5,0.161290318
467,30,1,0.0333333351
468,26,0,0
469,33,3,0.0909090936
470,42,1,0.0238095243
471,44,9,0.204545453
472,36,3,0.0833333358
473,33,4,0.121212125
474,33,4,0.121212125
475,56,10,0.178571433
476,39,6,0.15384616
477,37,6,0.162162155
478,32,4,0.125
479,49,6,0.122448981
480,40,8,0.200000003
481,29,4,0.137931034
482,38,3,0.0789473653
483,32,9,0.28125
484,43,7,0.162790701
485,35,2,0.0571428575
486,39,4,0.102564104
487,28,7,0.25
488,36,2,0.055555556
489,25,3,0.119999997
490,29,6,0.206896558
491,34,5,0.14705883
492,30,4,0.13333334
493,25,5,0.200000003
494,24,5,0.208333328
495,43,4,0.0930232555
496,33,4,0.121212125
497,43,7,0.162790701
498,40,12,0.300000012
499,32,4,0.125
500,33,5,0.151515156
501,48,12,0.25
502,46,7,0.152173907
503,31,3,0.0967741907
504,33,5,0.151515156
505,27,1,0.0370370373
506,35,2,0.0571428575
507,28,7,0.25
508,38,7,0.184210524
509,39,6,0.15384616
510,28,4,0.142857149
511,36,2,0.055555556
512,30,4,0.13333334
513,32,5,0.15625
514,42,4,0.095238097
515,33,3,0.0909090936
516,31,4,0.129032254
517,40,5,0.125
518,35,5,0.142857149
519,36,6,0.166666672
520,34,5,0.14705883
521,28,4,0.142857149
522,29,2,0.068965517
523,35,4,0.114285715
524,29,4,0.137931034
525,33,3,0.0909090936
526,40,5,0.125
527,32,7,0.21875
528,30,3,0.100000001
529,27,6,0.222222224
530,31,3,0.0967741907
531,35,4,0.114285715
532,40,4,0.100000001
533,39,3,0.0769230798
534,34,4,0.117647059
535,22,3,0.13636364
536,33,12,0.363636374
537,41,4,0.097560972
538,27,3,0.111111112
539,27,2,0.0740740746
540,45,7,0.155555561
541,29,6,0.206896558
542,22,1,0.0454545468
543,26,6,0.230769232
544,26,6,0.230769232
545,32,6,0.1875
546,36,4,0.111111112
547,32,8,0.25
548,41,3,0.073170729
549,36,2,0.055555556
550,31,2,0.0645161271
551,48,7,0.145833328
552,38,5,0.131578952
553,37,5,0.135135129
554,37,8,0.216216221
555,30,2,0.0666666701
556,33,3,0.0909090936
557,41,3,0.073170729
558,24,3,0.125
559,31,2,0.0645161271
560,28,5,0.178571433
561,28,7,0.25
562,20,0,0
563,32,5,0.15625
564,33,4,0.121212125
565,34,5,0.14705883
566,31,5,0.161290318
567,34,5,0.14705883
568,39,7,0.179487184
569,23,3,0.130434781
570,33,5,0.151515156
571,26,2,0.0769230798
572,27,4,0.148148149
573,27,6,0.222222224
574,34,7,0.205882356
575,33,4,0.121212125
576,38,2,0.0526315793
577,28,4,0.142857149
578,27,4,0.148148149
579,32,2,0.0625
580,22,1,0.0454545468
581,22,2,0.0909090936
582,30,5,0.166666672
583,38,5,0.131578952
584,38,3,0.0789473653
585,26,4,0.15384616
586,31,5,0.161290318
587,30,1,0.0333333351
588,31,3,0.0967741907
589,37,3,0.0810810775
590,30,4,0.13333334
591,27,3,0.111111112
592,28,8,0.285714298
593,31,1,0.0322580636
594,27,4,0.148148149
595,29,9,0.310344815
596,26,2,0.0769230798
597,29,8,0.275862068
598,36,7,0.194444448
599,30,4,0.13333334
600,20,4,0.200000003
601,19,3,0.157894731
602,21,3,0.142857149
603,35,5,0.142857149
604,37,7,0.189189196
605,26,3,0.115384616
606,34,6,0.176470593
607,22,3,0.13636364
608,28,7,0.25
609,33,3,0.0909090936
610,28,4,0.142857149
611,26,2,0.0769230798
612,26,8,0.307692319
613,23,0,0
614,23,6,0.260869563
615,33,3,0.0909090936
616,31,5,0.161290318
617,44,8,0.181818187
618,30,4,0.13333334
619,23,0,0
620,40,7,0.174999997
621,25,3,0.119999997
622,33,4,0.121212125
623,26,5,0.192307696
624,27,4,0.148148149
625,29,3,0.103448279
626,23,5,0.217391297
627,29,7,0.241379306
628,22,2,0.0909090936
629,31,8,0.258064508
630,29,3,0.103448279
631,28,3,0.107142858
632,31,5,0.161290318
633,25,7,0.280000001
634,27,4,0.148148149
635,28,4,0.142857149
636,23,3,0.130434781
637,31,3,0.0967741907
638,21,2,0.095238097
639,26,2,0.0769230798
640,25,4,0.159999996
641,25,4,0.159999996
642,18,4,0.222222224
643,25,5,0.200000003
644,20,3,0.150000006
645,28,2,0.0714285746
646,25,3,0.119999997
647,26,3,0.115384616
648,48,7,0.145833328
649,25,1,0.0399999991
650,27,0,0
651,17,3,0.176470593
652,29,7,0.241379306
653,29,0,0
654,18,1,0.055555556
655,21,3,0.142857149
656,31,1,0.0322580636
657,25,3,0.119999997
658,25,3,0.119999997
659,32,4,0.125
660,25,3,0.119999997
661,27,2,0.0740740746
662,27,3,0.111111112
663,30,5,0.166666672
664,31,3,0.0967741907
665,38,5,0.131578952
666,29,2,0.068965517
667,23,5,0.217391297
668,25,2,0.0799999982
669,22,2,0.0909090936
670,17,3,0.176470593
671,30,3,0.100000001
672,29,2,0.068965517
673,28,1,0.0357142873
674,16,3,0.1875
675,27,5,0.185185179
676,16,1,0.0625
677,20,3,0.150000006
678,13,1,0.0769230798
679,23,5,0.217391297
680,33,3,0.0909090936
681,27,4,0.148148149
682,20,4,0.200000003
683,31,6,0.193548381
684,28,4,0.142857149
685,16,1,0.0625
686,27,4,0.148148149
687,19,0,0
688,26,2,0.0769230798
689,17,5,0.294117659
690,15,3,0.200000003
691,23,1,0.0434782617
692,23,5,0.217391297
693,28,4,0.142857149
694,33,9,0.272727281
695,30,4,0.13333334
696,25,5,0.200000003
697,22,2,0.0909090936
698,28,2,0.0714285746
699,27,5,0.185185179
700,24,5,0.208333328
701,18,2,0.111111112
702,20,2,0.100000001
703,21,5,0.238095239
704,21,5,0.238095239
705,27,1,0.0370370373
706,15,3,0.200000003
707,27,2,0.0740740746
708,20,1,0.0500000007
709,35,5,0.142857149
710,28,8,0.285714298
711,26,4,0.15384616
712,22,1,0.0454545468
713,20,1,0.0500000007
714,22,4,0.181818187
715,31,7,0.225806445
716,26,2,0.0769230798
717,21,3,0.142857149
718,32,2,0.0625
719,23,3,0.130434781
720,34,5,0.14705883
721,33,7,0.212121218
722,18,5,0.277777791
723,21,3,0.142857149
724,22,5,0.227272734
725,21,3,0.142857149
726,28,3,0.107142858
727,25,4,0.159999996
728,23,3,0.130434781
729,15,3,0.200000003
730,26,2,0.0769230798
731,25,1,0.0399999991
732,19,6,0.315789461
733,28,1,0.0357142873
734,27,5,0.185185179
735,25,5,0.200000003
736,23,4,0.173913047
737,26,5,0.192307696
738,30,5,0.166666672
739,23,6,0.260869563
740,27,4,0.148148149
741,25,3,0.119999997
742,28,0,0
743,25,3,0.119999997
744,19,4,0.210526317
745,26,4,0.15384616
746,12,1,0.0833333358
747,23,1,0.0434782617
748,29,2,0.068965517
749,22,4,0.181818187
750,27,1,0.0370370373
751,22,5,0.227272734
752,20,1,0.0500000007
753,11,0,0
754,22,1,0.0454545468
755,21,0,0
756,25,2,0.0799999982
757,22,4,0.181818187
758,20,6,0.300000012
759,25,3,0.119999997
760,25,2,0.0799999982
761,17,2,0.117647059
762,25,5,0.200000003
763,21,0,0
764,20,5,0.25
765,22,3,0.13636364
766,25,2,0.0799999982
767,23,4,0.173913047
768,15,3,0.200000003
769,23,4,0.173913047
770,23,2,0.0869565234
771,34,6,0.176470593
772,19,4,0.210526317
773,18,1,0.055555556
774,19,0,0
775,25,1,0.0399999991
776,21,2,0.095238097
777,30,3,0.100000001
778,22,4,0.181818187
779,23,4,0.173913047
780,21,4,0.190476194
781,17,1,0.0588235296
782,17,2,0.117647059
783,19,5,0.263157904
784,20,3,0.150000006
785,16,4,0.25
786,29,4,0.137931034
787,17,2,0.117647059
788,23,5,0.217391297
789,26,5,0.192307696
790,23,4,0.173913047
791,16,3,0.1875
792,31,2,0.0645161271
793,20,4,0.200000003
794,23,2,0.0869565234
795,19,3,0.157894731
796,20,5,0.25
797,19,3,0.157894731
798,27,4,0.148148149
799,22,0,0
800,23,2,0.0869565234
801,22,1,0.0454545468
802,14,3,0.214285716
803,25,2,0.0799999982
804,16,5,0.3125
805,26,4,0.15384616
806,22,1,0.0454545468
807,19,1,0.0526315793
808,28,1,0.0357142873
809,23,4,0.173913047
810,24,1,0.0416666679
811,15,1,0.0666666701
812,26,1,0.0384615399
813,15,1,0.0666666701
814,20,3,0.150000006
815,17,3,0.176470593
816,25,6,0.239999995
817,18,5,0.277777791
818,25,3,0.119999997
819,23,3,0.130434781
820,22,2,0.0909090936
821,16,1,0.0625
822,18,0,0
823,22,3,0.13636364
824,16,1,0.0625
825,25,3,0.119999997
826,25,0,0
827,22,2,0.0909090936
828,24,0,0
829,22,4,0.181818187
830,21,4,0.190476194
831,17,1,0.0588235296
832,17,3,0.176470593
833,19,2,0.105263159
834,19,1,0.0526315793
835,16,3,0.1875
836,19,2,0.105263159
837,28,4,0.142857149
838,18,1,0.055555556
839,17,4,0.235294119
840,23,3,0.130434781
841,22,5,0.227272734
842,20,6,0.300000012
843,23,3,0.130434781
844,31,4,0.129032254
845,25,2,0.0799999982
846,18,4,0.222222224
847,17,2,0.117647059
848,26,1,0.0384615399
849,22,2,0.0909090936
850,16,1,0.0625
851,20,4,0.200000003
852,30,2,0.0666666701
853,18,3,0.166666672
854,17,2,0.117647059
855,23,1,0.0434782617
856,17,0,0
857,32,6,0.1875
858,29,3,0.103448279
859,26,4,0.15384616
860,26,3,0.115384616
861,22,4,0.181818187
862,21,3,0.142857149
863,20,2,0.100000001
864,20,2,0.100000001
865,20,3,0.150000006
866,26,3,0.115384616
867,21,5,0.238095239
868,24,6,0.25
869,19,1,0.0526315793
870,21,3,0.142857149
871,18,1,0.055555556
872,12,0,0
873,21,2,0.095238097
874,19,2,0.105263159
875,27,1,0.0370370373
876,22,3,0.13636364
877,17,0,0
878,23,2,0.0869565234
879,25,2,0.0799999982
880,27,3,0.111111112
881,18,2,0.111111112
882,27,5,0.185185179
883,14,3,0.214285716
884,22,3,0.13636364
885,17,4,0.235294119
886,17,4,0.235294119
887,20,5,0.25
888,16,2,0.125
889,13,0,0
890,24,3,0.125
891,24,5,0.208333328
892,17,2,0.117647059
893,22,3,0.13636364
894,13,2,0.15384616
895,26,4,0.15384616
896,16,5,0.3125
897,15,1,0.0666666701
898,22,3,0.13636364
899,15,2,0.13333334
900,23,3,0.130434781
901,16,2,0.125
902,9,0,0
903,29,4,0.137931034
904,17,5,0.294117659
905,18,6,0.333333343
906,27,4,0.148148149
907,20,1,0.0500000007
908,18,2,0.111111112
909,20,2,0.100000001
910,17,1,0.0588235296
911,20,0,0
912,21,3,0.142857149
913,22,5,0.227272734
914,15,3,0.200000003
915,20,4,0.200000003
916,20,2,0.100000001
917,14,2,0.142857149
918,26,4,0.15384616
919,16,2,0.125
920,12,1,0.0833333358
921,11,0,0
922,21,4,0.190476194
923,24,3,0.125
924,19,1,0.0526315793
925,28,8,0.285714298
926,19,0,0
927,14,1,0.0714285746
928,24,3,0.125
929,15,7,0.466666669
930,15,1,0.0666666701
931,15,1,0.0666666701
932,19,3,0.157894731
933,26,5,0.192307696
934,15,1,0.0666666701
935,20,8,0.400000006
936,27,4,0.148148149
937,19,3,0.157894731
938,15,1,0.0666666701
939,22,3,0.13636364
940,14,1,0.0714285746
941,17,2,0.117647059
942,15,2,0.13333334
943,21,3,0.142857149
944,15,2,0.13333334
945,21,1,0.0476190485
946,27,5,0.185185179
947,14,0,0
948,11,2,0.181818187
949,17,5,0.294117659
950,20,1,0.0500000007
951,22,2,0.0909090936
952,11,0,0
953,28,5,0.178571433
954,18,3,0.166666672
955,15,3,0.200000003
956,19,4,0.210526317
957,18,1,0.055555556
958,15,0,0
959,25,4,0.159999996
960,18,3,0.166666672
961,27,5,0.185185179
962,20,4,0.200000003
963,11,2,0.181818187
964,26,3,0.115384616
965,20,4,0.200000003
966,17,3,0.176470593
967,18,4,0.222222224
968,18,4,0.222222224
969,20,3,0.150000006
970,23,2,0.0869565234
971,26,5,0.192307696
972,15,0,0
973,16,0,0
974,10,2,0.200000003
975,14,3,0.214285716
976,16,3,0.1875
977,14,2,0.142857149
978,20,3,0.150000006
979,16,3,0.1875
980,19,4,0.210526317
981,17,2,0.117647059
982,14,0,0
983,15,3,0.200000003
984,18,3,0.166666672
985,17,1,0.0588235296
986,17,1,0.0588235296
987,14,3,0.214285716
988,16,4,0.25
989,16,2,0.125
990,18,2,0.111111112
991,17,3,0.176470593
992,15,4,0.266666681
993,24,4,0.166666672
994,20,1,0.0500000007
995,20,5,0.25
996,26,4,0.15384616
997,11,3,0.272727281
998,11,1,0.0909090936
999,17,1,0.0588235296
1000,18,0,0
1001,16,0,0
1002,10,2,0.200000003
1003,19,3,0.157894731
1004,18,2,0.111111112
1005,15,0,0
1006,18,3,0.166666672
1007,16,3,0.1875
1008,20,3,0.150000006
1009,6,1,0.166666672
1010,25,4,0.159999996
1011,18,1,0.055555556
1012,14,2,0.142857149
1013,25,2,0.0799999982
1014,12,2,0.166666672
1015,17,1,0.0588235296
1016,15,2,0.13333334
1017,21,1,0.0476190485
1018,13,2,0.15384616
1019,16,1,0.0625
1020,21,4,0.190476194
1021,21,4,0.190476194
1022,29,4,0.137931034
1023,21,2,0.095238097
1024,10,3,0.300000012
1025,20,5,0.25
1026,16,0,0
1027,21,3,0.142857149
1028,14,0,0
1029,16,2,0.125
1030,16,3,0.1875
1031,22,3,0.13636364
1032,18,2,0.111111112
1033,14,2,0.142857149
1034,13,0,0
1035,20,4,0.200000003
1036,12,3,0.25
1037,17,2,0.117647059
1038,12,1,0.0833333358
1039,3,0,0
1040,18,2,0.111111112
1041,16,3,0.1875
1042,18,1,0.055555556
1043,17,2,0.117647059
1044,20,3,0.150000006
1045,9,1,0.111111112
1046,15,2,0.13333334
1047,19,0,0
1048,14,1,0.0714285746
1049,17,1,0.0588235296
1050,19,2,0.105263159
1051,19,3,0.157894731
1052,17,4,0.235294119
1053,17,3,0.176470593
1054,19,3,0.157894731
1055,19,4,0.210526317
1056,17,1,0.0588235296
1057,9,3,0.333333343
1058,16,1,0.0625
1059,12,3,0.25
1060,16,4,0.25
1061,18,4,0.222222224
1062,15,3,0.200000003
1063,13,2,0.15384616
1064,20,4,0.200000003
1065,12,2,0.166666672
1066,21,3,0.142857149
1067,14,4,0.285714298
1068,14,3,0.214285716
1069,22,2,0.0909090936
1070,22,4,0.181818187
1071,21,4,0.190476194
1072,14,5,0.357142866
1073,14,1,0.0714285746
1074,16,0,0
1075,17,2,0.117647059
1076,25,1,0.0399999991
1077,15,5,0.333333343
1078,15,0,0
1079,10,1,0.100000001
1080,15,1,0.0666666701
1081,10,0,0
1082,21,3,0.142857149
1083,19,4,0.210526317
1084,18,2,0.111111112
1085,21,2,0.095238097
1086,17,5,0.294117659
1087,14,2,0.142857149
1088,13,2,0.15384616
1089,22,4,0.181818187
1090,24,3,0.125
1091,17,2,0.117647059
1092,16,2,0.125
1093,17,1,0.0588235296
1094,16,4,0.25
1095,23,0,0
1096,17,4,0.235294119
1097,24,3,0.125
1098,18,2,0.111111112
1099,17,1,0.0588235296
1100,20,4,0.200000003
1101,17,2,0.117647059
1102,17,6,0.352941185
1103,17,2,0.117647059
1104,16,1,0.0625
1105,20,2,0.100000001
1106,12,1,0.0833333358
1107,13,2,0.15384616
1108,16,2,0.125
1109,9,3,0.333333343
1110,17,2,0.117647059
1111,10,3,0.300000012
1112,18,2,0.111111112
1113,12,4,0.333333343
1114,15,1,0.0666666701
1115,20,1,0.0500000007
1116,22,4,0.181818187
1117,14,2,0.142857149
1118,18,0,0
1119,13,2,0.15384616
1120,9,1,0.111111112
1121,15,1,0.0666666701
1122,13,2,0.15384616
1123,14,1,0.0714285746
1124,23,7,0.304347813
1125,11,2,0.181818187
1126,12,1,0.0833333358
1127,20,2,0.100000001
1128,13,2,0.15384616
1129,19,2,0.105263159
1130,14,3,0.214285716
1131,17,3,0.176470593
1132,18,1,0.055555556
1133,18,3,0.166666672
1134,14,4,0.285714298
1135,13,2,0.15384616
1136,8,2,0.25
1137,18,2,0.111111112
1138,13,3,0.230769232
1139,11,0,0
1140,20,5,0.25
1141,13,0,0
1142,13,1,0.0769230798
1143,16,1,0.0625
1144,11,1,0.0909090936
1145,20,3,0.150000006
1146,14,2,0.142857149
1147,13,4,0.307692319
1148,15,4,0.266666681
1149,18,3,0.166666672
1150,16,2,0.125
1151,8,0,0
1152,15,2,0.13333334
1153,11,1,0.0909090936
1154,16,2,0.125
1155,19,0,0
1156,13,1,0.0769230798
1157,20,1,0.0500000007
1158,18,1,0.055555556
1159,12,1,0.0833333358
